Sentence,Emitens,Tweet Date,Sentiment
Weww shm! BCA ath ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE,(),16/02/2024,Positive
Saham BCA (BBCA) bergerak di zona hijau pada awal sesi I perdagangan 16 Februari 2024 [URL] [HASHTAG] [HASHTAG] [HASHTAG],"('BBCA',)",16/02/2024,Positive
[USERNAME] tapi makasih pak wowo unggul saham indo pada naik terutama bbca dan bahan tambang lainya ÅEÄ¶. btc up 3k $ thanks a [URL],(),16/02/2024,Positive
Saham $BBCA sentuh 10.000 pak Alamak wes didol 9700 Disyukuri,"('BBCA',)",16/02/2024,Positive
"Trading Jumat (16/02/2024)ÅEÅEÅEÅE ÅEÅEÅEÄ FILM, BREN, ACES, JSMR, MEDC, KLBF IHSG Technical ViewÅEÅEÅEÄ IHSG ditutup naik 1.3% kemarin, dan disertai dengan net buy asing ~2.33 Triliun. Saham yang paling banyak dibeli asing adalah BMRI, BBCA, BBRI, BBNI dan TLKM.","('FILM', 'BREN', 'ACES', 'JSMR', 'MEDC', 'KLBF', 'BMRI', 'BBCA', 'BBRI', 'BBNI', 'TLKM')",16/02/2024,Positive
BCA akan menggelar RUPST pada 14 Maret 2024 dan salah satu mata acaranya adalah penetapan penggunaan laba bersih [URL] [HASHTAG] [HASHTAG] [HASHTAG],(),16/02/2024,Neutral
[USERNAME] mau sampai kapan ngebacot ? gabsa nikmatin aja ? prabowo unggul pada tanggal 14 saham indonesia pada ijo seperti bbca batubara nikel [URL],(),15/02/2024,Positive
"[USERNAME] 70M dibuat forex aja udh salah bgt wkwk,beliin saham BCA/Mandiri ato beli obligasi aja udh cukup bgt wkwk",(),15/02/2024,Positive
[USERNAME] Buat deviden oke. Tp ya ga kemana2. Mending big bank aja (bbca bbri bmri bbni),(),15/02/2024,Positive
[USERNAME] Saham BBCA 100lot ÅEÅE´∂,"('BBCA',)",15/02/2024,Positive
[USERNAME] Cuma terima saham BCA. ÅEÅE∫ÅE∏ÅE,(),15/02/2024,Positive
[USERNAME] Pen punya 10 btc sama 40 lot saham bbca,(),15/02/2024,Positive
Hal ini akan memicu para investor untuk lebih terhindar dari saham gorengan dengan membeli saham dari perusahaan yang bagus seperti BCA dengan harga yang lebih terjangkau sesuai dengan kemampuan.,(),15/02/2024,Positive
"Saham BBCA Diborong Asing, Cetak Rekor Harga Tertinggi [URL]","('BBCA',)",15/02/2024,Positive
"Guys, saya mendapatkan undangan untuk menghadiri RUPST SHM! BBCA ketika membuka email. Saya hanya baru memiliki 1 lot dan masih awam untuk hal ini, apa yang harus saya lakukan ya? Terimakasih.","('BBCA',)",15/02/2024,Neutral
"Kalau gojek merger dengan Grab, promonya jadi makin dikit atau banyak ya? ÅEÅE§ÅE Promo referal Bluechip dapat saham [HASHTAG] hingga [HASHTAG] ÅEÅEÅEÅE [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",(),15/02/2024,Neutral
"Anjroooottt saham bca menaikkkk, aku senang ÅEÅE•≥ÅEÅE•≥ÅEÅE•≥",(),15/02/2024,Positive
"Mirip Lo Kheng Hong, Ini Strategi Investasi Saham Ala Bos BCA [URL]",(),15/02/2024,Neutral
"IHSG Sesi I Bersinar, Harga Saham BCA BRI BNI BTN dan CIMB Terbang [URL]",(),15/02/2024,Positive
saham bca naik terusÅEÅEÅEÅE,(),15/02/2024,Positive
[USERNAME] YEY. Boleh sekalian saham BCA ga ya? ÅEÅEÅEÅE,(),15/02/2024,Positive
"Ditanya loh mau beli apa, jawabnya saham bca. Tak tutuk pala mu loh mas.",(),15/02/2024,Positive
"saham bank lagi pada gila semua, bbca otw 10.000 co",(),15/02/2024,Positive
Setelah kmrn 02 menang versi QC harga saham bank bank BUMN dan BCA jd naik lumayan banyakÅEÅEÅEÅE,(),15/02/2024,Positive
"IHSG suka dengan hasil Pemilu, sempat mencapai 7.365 Saham $BBCA hampir 10 rebu ÅEÅEÅEÅE [URL]","('BBCA',)",15/02/2024,Positive
"IHSG rebound , pertanda market optimis. dan tidak heran, the Big Four yg paling banyak dibeli pagi ini pasca PEMILU adalah saham perbankan. $BBRI $BBCA $BMRI $BBNI","('BBRI', 'BBCA', 'BMRI', 'BBNI')",15/02/2024,Positive
[USERNAME] [USERNAME] Gw tetap saham BBCA,"('BBCA',)",14/02/2024,Positive
[USERNAME] Kalau gw cukup 2000 lot saham BBCA Mas Rom,"('BBCA',)",14/02/2024,Positive
"[USERNAME] Kalo bbri, bbca tu saham y? Beda regulasinya sm reksadana?",(),14/02/2024,Neutral
[USERNAME] Saham rekomend apa paa ? Aku sih pengen bbca dan bbri aja tapi belum turun2 mau beli,(),14/02/2024,Positive
"[USERNAME] [USERNAME] Pengennya saham adaro, tapi sungkan ya mas. Jadinya, bbca aja wes ÅEÅE§≠ÅEÅE§£ÅEÅE§£ÅEÅE§£",(),14/02/2024,Positive
"[USERNAME] [USERNAME] Manfaat banget sih emang, apalagi slot sahamnyaa. Kok BCA aja gak pengen sekalian saham Freeport wkwk",(),14/02/2024,Positive
"Aku gabutuh bunga, aku gabutuh cokelat aku cuma butuh saham BCA 15%.",(),14/02/2024,Positive
"02 udah jelas bagus, saham blue chip tiada tanding BCA + BRI + BNI + Telkom, auto gacor bos! [URL]",(),14/02/2024,Positive
Menerima serangan fajar minimal 10.000 lot saham BBCA!,"('BBCA',)",13/02/2024,Positive
[USERNAME] [USERNAME] Gak muluk¬≤ mas. Emas murni 10 gram dan 10 lot saham BBCA dibayar tunai,"('BBCA',)",13/02/2024,Positive
"[USERNAME] Beli saham KAI, saham BCA, rumah di BSD, Mobil, Motor, Pesawat Jet pribadi Aamiinn",(),13/02/2024,Positive
Shm! $BBCA nih kalau Gainya diambil 7-8% tiap tahun masih bagus ga? Soalnya mau invest yg ngasih return 8% an pertahun nih,"('BBCA',)",13/02/2024,Neutral
Btw saham BBCA dan Bank Mandiri on fire ya sejak 1 Januari 2024. Demikian jg saham BBRI dan BBNI.,"('BBCA', 'BBRI', 'BBNI')",13/02/2024,Positive
"Sebagai orang awam yg punya cukup banyak saham di perbankan. Podcast soal hutang pak akbarfaizal uncencored bikin gw deg deg an. Gw harus jual kapan ya ini saham bank bank yg angkanya indah ini. Fyi gw punya saham bbri di angka yg bagus banget, bbca dan bbni juga beli angka kcl.",(),13/02/2024,Negative
"[USERNAME] [USERNAME] kl guwe sih belilah saham yg menjalankan praktik riba, bbca, bbri""""",(),12/02/2024,Positive
"since valentine identik dengn coklat n ak egk mam coklat, ak jdi ngarep di kasi saham bbca 1 lot aja",(),12/02/2024,Positive
"Cetak Rekor Harga Saham, Market Cap BBCA Tembus Rp1.208 Triliun [URL]","('BBCA',)",12/02/2024,Positive
[USERNAME] klo isinya 1 lembar (bkn 1 lot) saham BBCA atas unjuk gmn pak? disimpen atau dibuang?,"('BBCA',)",12/02/2024,Neutral
Shm! Di web idx laporan keuangan yang keluar cuma BBCA. Ini web rujukan investor tapi kok gak update?! [URL],"('BBCA',)",12/02/2024,Neutral
"tapi 1gr emas kamu bisa dapet 1 lot saham bca weh, ngga sampe 1jt loh",(),12/02/2024,Positive
"[USERNAME] Kalo emas itu bukan investasi sih tapi tabungan nderrr Kalo mau invest aman ke bibit aja, beli reksa dana pasar modal yg risknya kecil jangan saham Atau kamu depositoin aja di bca/maybank dulu aku minimal 10 juta Kalo di bank digital minimal 1 juta",(),12/02/2024,Neutral
"[USERNAME] 1. lily ÅEÄÅE tulip ÅEÄÅE red rose 2. apa aja asal dark chocolate 3. ny cheese cake atau es teler cake atau red velvet Union 4. ice cream, aku suka vanilla 5. saham bbca ÅEÅEÅEÅE",(),11/02/2024,Positive
"Dari duluu mending investasi di BBCA sama Bitcoin aja anjirr, terlalu FOMO sii semua saham &amp coin dibelii ÅEÅEÅE¨","('BBCA',)",11/02/2024,Positive
[USERNAME] [USERNAME] Saham BBCA 100 LotÅEÅE§,"('BBCA',)",11/02/2024,Positive
[USERNAME] dibeliin saham bca,(),11/02/2024,Positive
"[USERNAME] [USERNAME] [USERNAME] bitcoin sya masih banyak mas saham sya juga banyak punya BBCA,BBRI insyallah 5-10thun kedepan jangan sampe kalo miskin mah. orang sdm rendah kaya lu+otak miskin mana ngerti bitcoin,saham","('BBCA', 'BBRI')",10/02/2024,Positive
akhirnya gua punya cita-cita baru. yah benar punya 2 lot saham BCA!,(),10/02/2024,Positive
"Kalo dari dulu orang tua lebih milih nimbun saham BBCA atau BBRi dibanding dibanding barang2 ga kepake, mungkin keluarga gw udah kaya raya tujuh turunan.","('BBCA',)",10/02/2024,Positive
"Happy Chinese New Year! Manajemen transaksi saham portofolio warteg BY JO: rasio CUTE lebe banyak positif neh: mapi, imas, bbca, bbri, MIDI: periode Chinese Year of Rabbit 2023: [URL]","('MIDI',)",10/02/2024,Positive
"[USERNAME] Minta mentah aja buat nabung reksadana sama saham. Ya bis BBCA,BBNI,BBRI,BMRI masing-masing 50-100 lot aja. Biar mandirigk minta jajan seringÅEÅE§£ÅEÅE§£ÅEÅE§£","('BBCA', 'BBNI', 'BBRI', 'BMRI')",09/02/2024,Positive
[USERNAME] [USERNAME] belikan dlu saham BCA,(),09/02/2024,Positive
"Deretan Saham Favorit Investor Asing Sepekan, BMRI BBCA dkk Masuk Daftar [URL]","('BMRI', 'BBCA')",09/02/2024,Positive
[USERNAME] Ato punya saham bca 600 lot,(),09/02/2024,Positive
"[USERNAME] Pertama tama beli saham bca nder, lalu beli pulau, dan jet pribadi jgn lupa",(),09/02/2024,Positive
[USERNAME] Saham BBCA 1000 lot,"('BBCA',)",09/02/2024,Positive
[USERNAME] [USERNAME] 28 lot saham BCA ka,(),09/02/2024,Positive
[USERNAME] beli saham bca 1 jt lot dulu nder,(),09/02/2024,Positive
"Sebelum Libur Imlek, Investor Asing Borong Saham BMRI-BBCA [URL]","('BMRI', 'BBCA')",09/02/2024,Positive
[USERNAME] Saran saham BBCA pang 100 Lot,"('BBCA',)",08/02/2024,Positive
[USERNAME] [USERNAME] maw saham bca,(),08/02/2024,Positive
"[USERNAME] prof, apakah saham terkena inflasi? bahkan bbca yg sekarang dianggap gen z cuman 9rb an, sbnere harga nya berkali kali lipat oleh gen boomer",(),08/02/2024,Neutral
Bismillah saham Bca 100lot,(),07/02/2024,Positive
[USERNAME] Saham BBCA 5000 lot,"('BBCA',)",06/02/2024,Positive
[USERNAME] 50% saham BBCA,"('BBCA',)",06/02/2024,Positive
"yang CUTE + : saham admr, arto, asii, bbca, bbri, HERO, MAPI: saham2 tsb merata meraup CUTE+ di 3 portofolio warteg saham BY JO (ot B, ot C, ot P): gitu, per tgl 06 Januari 2024, bahkan naek trennya dibanding per tgl 29 Januari 2024.","('HERO', 'MAPI')",06/02/2024,Positive
Meneropong Feng Shui Saham GOTO &amp BBCA di Tahun Naga Kayu 2024 [URL],"('GOTO', 'BBCA')",06/02/2024,Neutral
"[USERNAME] Kalo mau saham, pilih yang blue chip aja model BCA skrg yg lagi Bullish yah BSI sih",(),06/02/2024,Positive
"[USERNAME] Kalo teller ya mending di BCA lah, Kalo saham mending BRI,",(),06/02/2024,Positive
aslinya gimmick biar dapet saham di BCAÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE,(),06/02/2024,Positive
[USERNAME] pengen saham BCA BRI INDOFOOD masing masing 100.000 lot,(),06/02/2024,Positive
"Saham BBRI, BBCA dan AKRA Topang Indeks Bisnis-27 di Jalur Hijau [URL]","('BBRI', 'BBCA', 'AKRA')",06/02/2024,Positive
"IHSG Dibuka Menguat, Saham BBCA, ANTM, hingga PTRO Melesat [URL]","('BBCA', 'ANTM', 'PTRO')",06/02/2024,Positive
"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Takut ah kak, kemaren aku denger cerita ada yg beli saham bbca pkek uang gajian. Ehh abis itu sahamnya turun.ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE",(),05/02/2024,Negative
[USERNAME] 10000% saham bca ku kasih untukmu beb,(),05/02/2024,Positive
Coba tebak siapa mutual favorite aku? Yg betul aku kasih saham bca 50%,(),05/02/2024,Positive
"Jelang Musim Dividen, Cermati Saham BBCA, ADRO, hingga ASII [URL]","('BBCA', 'ADRO', 'ASII')",05/02/2024,Positive
List beli saham : 1. Bca 2. Bca 3. Bca,(),05/02/2024,Positive
kerja terus sampe minimal punya 100 lot saham bca,(),05/02/2024,Positive
[USERNAME] [USERNAME] lucu bangeeet makanya yang akur yaa ai sama pipihhhh biar dibeliin saham BCA,(),05/02/2024,Positive
Sdf! Saham deviden sender cuman bbca bbri pssi powr jaya camp dan juga antm kalau semua di tambah lotnya buat investasi sampai usia 40an bgus tdak ya kira¬≤?,(),05/02/2024,Neutral
trus kerja sampe km punya minimal 100lot saham bca,(),05/02/2024,Positive
"PT Bank Central Asia Tbk (BBCA) telah memublikasikan Laporan Keuangan Tahun 2023. Pendapatan BBCA meningkat 20,98% dan Laba Bersih yang Dapat Diatribusikan Kepada Pemilik Entitas Induk tumbuh 19,4% dibandingkan dengan periode yang sama pada tahun lalu. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBCA', 'BBCA')",05/02/2024,Positive
"Susul Morgan Stanley, JP Morgan Revisi Peringkat Saham BCA (BBCA) [URL]","('BBCA',)",05/02/2024,Neutral
"[USERNAME] Mau ikutan naro saham hiks. Bca naik teruus :"";0;0;0;0;in;757892692122542085;1754284495497556231;gazllael;[URL]
 Mon Feb 05 00:43:26 +0000 2024;1754304691310379265;[USERNAME] saham BBCA 100 lot""","('BBCA',)",05/02/2024,Positive
"Sdf! Saham Bbri, bbca, powr, jaya, camp, pssi itu ada devidennya tdk ya?",(),04/02/2024,Neutral
"Saham untr 200 lot, saham bmri 1000 lot, itmg 200 lot, bbri 1000 lot, bbca 500 lot. Kalau gk bisa. Sbm aja 1m. Biar kerja tenang, bulanan tenang. ÅEÅE§£ÅEÅE§£",(),03/02/2024,Positive
"[USERNAME] ADRO bagus, ambil perbankan juga nder BBCA, BBRI, BMRI, BBNI, salah satu atau dua tergantung modal wkwkw","('ADRO', 'BBCA', 'BBRI', 'BMRI', 'BBNI')",03/02/2024,Positive
"bandingken : THS bbri dalam periode 31 Juli 2019 s/d 02 Februari 2024 tidak lebe konsisten seh, jika disandingken dengan THS bbca: tapi tren kenaekan CUTE bbri dalam portofolio warteg saham BY JO = 448 kali lipat (44800%): tetap lumayan lah : neh : [URL]",(),03/02/2024,Positive
"pada portofolio warteg saham BY JO yang laen: ot C: dalam periode pengamatan 05 Agustus 2019 s/d 02 Februari 2024: ternyata THS bbca juga slalu positif: CUTE slalu positif, puluhan kali lipat (artinya RIBUAN PERSEN naek): neh: [URL]",(),03/02/2024,Positive
"[USERNAME] Lempar aja ke BBCA dan BBRI Trus tinggal tidur, bangun saat pembagian dividen, reinvest lagi ke BBCA dan BBRI gitu aja terus, sampai jadi milyarder","('BBCA', 'BBRI', 'BBCA', 'BBRI')",03/02/2024,Positive
"Lianawaty Suwono, Direktur PT Bank Central Asia Tbk (BBCA), menjual 500.000 saham BBCA miliknya dengan harga rata-rata Rp9.625 per saham pada 9 &amp 10 Januari 2024. Setelah transaksi tersebut, Lianawaty Suwono memiliki 1.521.880 saham BBCA. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BBCA', 'BBCA', 'BBCA')",02/02/2024,Neutral
[USERNAME] Mending beliin saham BCA 10 lot sama BRI 5 lot,(),02/02/2024,Positive
"Ada tugas analisis, mnding bli saham adro atau bbri? Pgn bbca yg aga aman tpi lg byk pengeluaran. Butuh buat tugas aja si bkn invest jangka panjang",(),02/02/2024,Neutral
Yang punya saham bca tahun 2020 sekarang happy banget pasti,(),02/02/2024,Positive
"[USERNAME] bca sekuritas &amp phillips sekuritas nggak ada, saya pake 2 sekuritas ini, dulu poems sempat ada 25K data realtime tapi skrg kayaknya lagi gratis",(),02/02/2024,Neutral
[USERNAME] Saham BBCA bisa ga kakÅEÅE§ÅEÅEÅE§£,"('BBCA',)",01/02/2024,Positive
PT Bank Central Asia Tbk (BBCA) akan menyelenggarakan [HASHTAG] Tahunan pada 14 Maret 2024 pukul 09.30 WIB. Pemegang saham yang namanya tercatat dalam Daftar Pemegang Saham BBCA pada 13 Februari 2024 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [URL],"('BBCA', 'BBCA')",01/02/2024,Neutral
"[USERNAME] Sma aja kyak trading saham analasisa abcdef, mantengin chart taunya porto growth kalah sma bca mending all in bca.",(),01/02/2024,Positive
bbri sama bbca aman sih sebenernya. resiko kecil tapi di saham satunya lagi naik drastis dari aku tahun lalu sampe sekarang naiknya gila wkwk kemarin tahun baru bgt ngejual mayanÅEÅE§£,(),01/02/2024,Positive
"Untuk saham top gainer &amp top loser hari ini: Top Gainer CBUT, Rp. 1,820 (+195) BBCA, Rp. 9,700 (+150) SMGR, Rp. 6,325 (+125) Top Loser DCII, Rp. 36,000 (-2,500) SMMA, Rp. 14,675 (-1,475) ITMG, Rp. 26,625 (-425) [URL]","('CBUT', 'BBCA', 'SMGR', 'DCII', 'SMMA', 'ITMG')",01/02/2024,Neutral
"Rekap Laba Bersih 2023 dan % pertumbuhan dari tahun 2022 sebagai berikut : BBCA Rp 48.6 T +19.4% BBRI Rp 60.1 T +17.5% BMRI Rp 55.1 T +33.7% BBNI Rp 20.9 T +14.2% Angka tersebut sangat baik karena - bobot keempat saham tersebut sekitar 30-35% di IHSG, 40-45% di IDX30 dan LQ45","('BBCA', 'BBRI', 'BMRI', 'BBNI')",01/02/2024,Positive
[USERNAME] Beli saham GGRM dan BBCA berlot lot..,"('GGRM', 'BBCA')",01/02/2024,Positive
Shm! disini ada yang perna ganti kartu dari bca biasa ke bca xpresi? kalo ganti kartu kira kira rdn stockbitnya ikut berubah ngga ya ÅEÅEÅEÅEÅEÅEÅEª,(),01/02/2024,Neutral
"baru jg tgl 1 udh ada mentahan aje wkwk biasanya dibeliin saham bbca/bbri ,tp taun ini mau beli smartwatch biar rajin olahraga sm normalize brgkt kerja pagi2 , tqu bebe ÅEÅE•∞ [URL]",(),01/02/2024,Positive
[USERNAME] Amin sukses bsk gw beli saham BCA,(),31/01/2024,Positive
"Investor asing agresif memborong saham lima bank besar, yakni BBCA, BBRI, BMRI, BBNI, dan BRIS sejak awal 2024. Target harga saham tinggi. [URL] [HASHTAG] [HASHTAG] [HASHTAG]","('BBCA', 'BBRI', 'BMRI', 'BBNI', 'BRIS')",31/01/2024,Positive
"[USERNAME] pegang BBRI BBCA aja nder, gak maximal kalo sampe 5 gitu. trust me.","('BBRI', 'BBCA')",31/01/2024,Positive
"Market Update IHSG naik 0,49% menjadi 7.192,22 dengan indeks LQ45 meningkat 1,02% jadi 971,7. Di tengah penguatan IHSG, Tim Analis Bareksa merekomendasikan beberapa saham pilihan: $BBCA $MIKA $ICBP $BSDE [URL]","('BBCA', 'MIKA', 'ICBP', 'BSDE')",31/01/2024,Positive
"Antara lain BBCA, BBRI, BMRI, BBNI. Walau saham big banks turun, di hold saja terus. Tiap tahun bakalan dapat dividen. Emas walaupun dipuji puji, rasanya lbh cocok untuk nabung drpd melipatgandakan duit, karena harganya sudah tinggi jd naiknya pelan Properti mgkin bagus tp -","('BBCA', 'BBRI', 'BMRI', 'BBNI')",30/01/2024,Positive
"Bmw 530i, saham bca, sama pc gemang",(),30/01/2024,Positive
[USERNAME] BRIS akan sejajar dengan BMRI BBRI BBCA dan BBNI,"('BRIS', 'BMRI', 'BBRI', 'BBCA', 'BBNI')",30/01/2024,Positive
[USERNAME] saham bca kayaknya boleh mas ÅEÅEÅEÅE,(),30/01/2024,Positive
Kasih saran dong Saya kelas 11 SMA bingung mending investasi beli Buku (ilmu) atau investasi beli BBCA (saham)? [URL],"('BBCA',)",30/01/2024,Neutral
[USERNAME] Aku jg nder ga sengaja beli saham BCA 20 lot,(),30/01/2024,Positive
[USERNAME] [USERNAME] Siip masuk ini. Beli saham BBCA.,"('BBCA',)",30/01/2024,Positive
[USERNAME] Borong saham bca,(),30/01/2024,Positive
Shm! $BBCA sama $BBNI udah rilis lapkeu full year. Kalau saham $BBRI $BMRI kapan ya? Tanggal 31?,"('BBCA', 'BBNI', 'BBRI', 'BMRI')",30/01/2024,Neutral
"saham-saham pendorong penguatan IHSG kemarin antara lain BBRI (+2,8%), BMRI (+2,8%), dan BBCA (+2,1%). Beberapa indeks bursa saham Asia lainnya juga mengalami rebound di awal pekan ini, antara lain Nikkei dan Hang Seng..","('BBRI', 'BMRI', 'BBCA')",30/01/2024,Positive
"Kinerja Saham Bank Jumbo BBCA, BBRI, BBNI, BMRI Kompak Melejit [URL]","('BBCA', 'BBRI', 'BBNI', 'BMRI')",30/01/2024,Positive
"IHSG Berpotensi ke Level 7.200, Analis Sarankan Saham BBCA hingga BBRI [URL]","('BBCA', 'BBRI')",29/01/2024,Positive
[USERNAME] Mimpi punya saham bank bca 24%,(),29/01/2024,Positive
[USERNAME] [USERNAME] Ini nih cnth nya shm bank bca performa nya bagus selama 5 taun terakhir naik nya 69%. Misal kamu mulai beli saham bca di taun 2020 dengan harga 5000/lembar dan setiap bulan nya kamu konsisten beli mau pas saham nya lagi naik atau turun tetep kamu beli selama 2 taun sampe 2022 [URL],(),29/01/2024,Positive
[HASHTAG] saham bank yang kemarin tertekan hari ini kembali berbalik dan ditutup menguat. [HASHTAG] 9550 +2.14% dan [HASHTAG] 5575 +2.76%,(),29/01/2024,Positive
"[USERNAME] [USERNAME] [USERNAME] Bukan gak susten kak. Pengusaha gede itu pasti yg begitu. Merintis sampe gede jual dah. Tokopedia bukalapak gojek Bca djarum jg begitu. Udh gede jual berbentuk saham. Nadiem mulai modal brp sih, gak bakal ratusan milyar. Jadiin saham triliunan ya mending jual.",(),29/01/2024,Neutral
"Indeks Bisnis-27 Ditutup Menguat, Saham MDKA, BMRI, BBRI, BBCA Hijau [URL]","('MDKA', 'BMRI', 'BBRI', 'BBCA')",29/01/2024,Positive
"IHSG Ditutup Naik, Saham BBCA, BBRI, TPIA Cuan Banyak [URL]","('BBCA', 'BBRI', 'TPIA')",29/01/2024,Positive
"[USERNAME] kalo utk progress naik cepat bisa saham, tapi buat kestabilan harga bisa emas kalo saham, disarankan saham BCA ÅEÅEÅEÅE",(),29/01/2024,Positive
"IHSG Sesi I Naik ke 7.155, Saham Bank Jumbo BBRI, BMRI &amp BBCA Laris Manis [URL]","('BBRI', 'BMRI', 'BBCA')",29/01/2024,Positive
"[USERNAME] saham lah. alasan logisnya? beli BBCA aja. biarin aja si bank BCA yang mikirin gimana bisnisnya. kita yang beli saham ga usah repot mikir, tinggal tidur. tau tau gemuk itu asetnya.","('BBCA',)",28/01/2024,Positive
carat ina duit lo semua beliin saham BCA 1 lot aja,(),28/01/2024,Positive
"Telyu! Ga habis pikir sama temen ku uang bpp buat spekulasi saham dia masuk saham kayak bbri, bbca katanya lagi down, padahal kan tgl 2 paling telat",(),28/01/2024,Negative
"[USERNAME] astaga, saham BBCA jg turun","('BBCA',)",28/01/2024,Negative
[USERNAME] semoga di tahun 2024 saham BCA meningkat drastis supaya saya ga perlu kerja lagiÅEÅEÅEÅE,(),28/01/2024,Positive
[USERNAME] Gas beli saham bca ga sih,(),28/01/2024,Positive
[USERNAME] Beli rumah di menteng sama saham bca 100 lot udah dapet sih nder,(),28/01/2024,Positive
sakit bgttt perut haid day one yaallah gusti pengen beli saham BCA,(),28/01/2024,Positive
"[USERNAME] Reksadana, tabungan emas pegadaian, beli properti, saham bbca",(),28/01/2024,Positive
[USERNAME] Mending uangnya buat beli saham bbca atau bitcoin aja sih daripada judi online,(),28/01/2024,Positive
[USERNAME] Beli saham BCA 100 lot kayanya cukup nder. Cukup di pikiran sendiri ÅEÅEÅEÅE,(),28/01/2024,Positive
"[HASHTAG] Di Saham $BBCA, yang pertama kali gw lakuin pas harga sahamnya turun adalah: a. Cari primary supportnya. b. Buat areanya (abu2). c. Buat garis nilainya (titik2). [URL]","('BBCA',)",28/01/2024,Neutral
"[HASHTAG] Gw coba kasih contoh ya di salah satu saham perbankan, yaitu Saham $BBCA. Ini gw gak nyuruh kalian beli, CUMA CONTOH AJA! hahaha ngegas maap.","('BBCA',)",28/01/2024,Neutral
